"id","parent_tag_id","name"
2105,,"Allergens"
2107,2105,"Tree Nuts"
2110,2105,"Fish"
2112,2105,"Milk"
2176,2105,"Gluten"
2109,2105,"Wheat"
2113,2105,"Eggs"
2108,2105,"Soy"
2106,2105,"Peanuts"
2111,2105,"Shellfish"
